name,processed_text,sentiment_label
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Pod 51,pod 51,Good
Hotel Stanford,hotel stanford,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
The FIDI Hotel,fidi hotel,Very Good
Hotel Hayden New York,hotel hayden new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Warwick New York,warwick new york,Very Good
The Belvedere Hotel,belveder hotel,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
Wyndham Garden Chinatown,wyndham garden chinatown,Good
Eurostars Wall Street,eurostar wall street,Very Good
The Shelburne Sonesta New York,shelburn sonesta new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
The Gregorian New York City,gregorian new york citi,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Grayson Hotel,grayson hotel,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,fairfield inn suit marriott new york manhattanchelsea,Very Good
Element Times Square West,element time squar west,Very Good
voco Times Square South New York by IHG,voco time squar south new york ihg,Very Good
SpringHill Suites by Marriott New York Manhattan Chelsea,springhil suit marriott new york manhattan chelsea,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Westgate New York Grand Central,westgat new york grand central,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
The Muse New York,muse new york,Very Good
Pod Times Square,pod time squar,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Pod 39,pod 39,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Pod 51,pod 51,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Hotel Edison Times Square,hotel edison time squar,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
NoMo SoHo,nomo soho,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Millennium Downtown New York,millennium downtown new york,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
The Dominick Hotel,dominick hotel,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
The FIDI Hotel,fidi hotel,Very Good
Sixty LES,sixti le,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
The Belvedere Hotel,belveder hotel,Very Good
The Chelsean New York,chelsean new york,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
SpringHill Suites by Marriott New York Manhattan Chelsea,springhil suit marriott new york manhattan chelsea,Very Good
Hilton Club The Quin New York,hilton club quin new york,Excellent
Wyndham Garden Chinatown,wyndham garden chinatown,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Hotel Hayden New York,hotel hayden new york,Good
Kimpton Theta New York - Times Square by IHG,kimpton theta new york time squar ihg,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Royalton New York,royalton new york,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Warwick New York,warwick new york,Very Good
CIVILIAN Hotel,civilian hotel,Excellent
Hotel Elysee by Library Hotel Collection,hotel elyse librari hotel collect,Excellent
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hotel Richland LES,hotel richland le,Very Good
Paramount Hotel Times Square,paramount hotel time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
The Muse New York,muse new york,Very Good
Pod Times Square,pod time squar,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Pod 39,pod 39,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Pod 51,pod 51,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
Hotel Edison Times Square,hotel edison time squar,Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
NoMo SoHo,nomo soho,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Millennium Downtown New York,millennium downtown new york,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
The Dominick Hotel,dominick hotel,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
The FIDI Hotel,fidi hotel,Very Good
Sixty LES,sixti le,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
The Belvedere Hotel,belveder hotel,Very Good
The Chelsean New York,chelsean new york,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
SpringHill Suites by Marriott New York Manhattan Chelsea,springhil suit marriott new york manhattan chelsea,Very Good
Hilton Club The Quin New York,hilton club quin new york,Excellent
Wyndham Garden Chinatown,wyndham garden chinatown,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Hotel Hayden New York,hotel hayden new york,Good
Kimpton Theta New York - Times Square by IHG,kimpton theta new york time squar ihg,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Royalton New York,royalton new york,Good
Pestana CR7 Times Square,pestana cr7 time squar,Excellent
Warwick New York,warwick new york,Very Good
CIVILIAN Hotel,civilian hotel,Excellent
Hotel Elysee by Library Hotel Collection,hotel elyse librari hotel collect,Excellent
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Hotel Richland LES,hotel richland le,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Hilton Garden Inn West 35th Street,hilton garden inn west 35th street,Very Good
Warwick New York,warwick new york,Very Good
Eurostars Wall Street,eurostar wall street,Very Good
"The Lexington Hotel, Autograph Collection",lexington hotel autograph collect,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Element Times Square West,element time squar west,Very Good
Holiday Inn Express Manhattan Midtown West by IHG,holiday inn express manhattan midtown west ihg,Good
Grayson Hotel,grayson hotel,Excellent
Paramount Hotel Times Square,paramount hotel time squar,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Holiday Inn Express - Times Square South by IHG,holiday inn express time squar south ihg,Very Good
Millennium Hilton New York One UN Plaza,millennium hilton new york one un plaza,Good
Hyatt Grand Central New York,hyatt grand central new york,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Archer Hotel New York,archer hotel new york,Excellent
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
New York Hilton Midtown,new york hilton midtown,Good
45 Times Square Hotel,45 time squar hotel,Very Good
Pod Times Square,pod time squar,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Fitzpatrick Grand Central,fitzpatrick grand central,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Hilton Garden Inn New York/Midtown Park Avenue,hilton garden inn new yorkmidtown park avenu,Very Good
Four Points by Sheraton Midtown - Times Square,four point sheraton midtown time squar,Very Good
"Gild Hall, A Thompson Hotel, by Hyatt",gild hall thompson hotel hyatt,Very Good
"Staypineapple, An Artful Hotel, Midtown New York",staypineappl art hotel midtown new york,Excellent
Hotel Hayden New York,hotel hayden new york,Good
Park Central,park central,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Fairfield Inn & Suites New York Manhattan/Downtown East,fairfield inn suit new york manhattandowntown east,Very Good
